kyc_verified,account_age_days,transaction_amount,channel,is_fraud,transaction_type,location,currency,avg_transaction_amount,failed_login_attempts,multi_device_login,velocity_check,hour,weekday,is_high_value,day,day_of_week,month,log_amount,cust_txn_count,cust_avg_amount,cust_max_amount,cust_min_amount
Yes,2166,6744.0,3,0,0,0,0,86456,5,1,1,15,6,0,10,6,8,8.816556768641856,19,161057.31578947368,465236.0,6744.0
Yes,2396,108192.0,1,0,0,0,0,87488,5,0,8,19,1,1,5,1,8,11.591671948292463,22,168604.4090909091,488761.0,4855.0
No,1845,18531.0,0,0,0,0,0,46148,0,0,5,0,0,0,25,0,8,9.827254246536539,20,126133.2,386231.0,5839.0
Yes,738,5331.0,3,0,0,0,0,126491,4,0,13,23,3,0,14,3,8,8.5814816812986,15,123594.0,435397.0,4647.0
No,177,10497.0,2,1,0,0,0,141088,5,0,7,6,2,0,20,2,8,9.258940041812245,12,91246.08333333333,375920.0,3920.0
Yes,275,7818.0,3,0,0,0,0,115505,1,0,11,4,5,0,16,5,8,8.964311948124514,16,156826.6875,468826.0,2112.0
Yes,2548,5243.0,1,0,0,0,0,2896,2,0,12,23,6,0,17,6,8,8.56483984488359,23,111863.17391304347,420224.0,3595.0
Yes,183,10021.0,0,0,0,0,0,84582,1,0,14,18,0,0,18,0,8,9.21253795551967,16,95801.75,372539.0,3940.0
Yes,1402,8357.0,3,0,0,0,0,150701,4,0,12,21,5,0,2,5,8,9.03097444300786,15,177521.73333333334,499243.0,4434.0
Yes,1800,3628.0,3,0,0,0,0,128822,3,0,1,16,0,0,18,0,8,8.19671240721307,14,157295.07142857142,450377.0,3571.0
Yes,1369,5089.0,0,0,0,0,0,133163,0,0,6,7,0,0,25,0,8,8.53503310954457,15,89471.33333333333,431338.0,1419.0
Yes,585,10728.0,1,0,0,0,0,11803,0,0,11,3,2,0,20,2,8,9.280705634636746,16,187044.4375,447208.0,3480.0
Yes,1377,20065.0,3,0,0,0,0,162133,2,0,11,1,5,0,2,5,8,9.906782119485557,19,178016.15789473685,486767.0,6115.0
Yes,1828,3656.0,0,0,0,0,0,72219,5,0,12,7,4,0,8,4,8,8.204398418149381,18,121248.5,467202.0,3656.0
No,108,18899.0,0,0,0,0,0,100116,5,0,1,5,6,0,10,6,8,9.846917201047734,19,111983.0,473053.0,1785.0
Yes,477,7862.0,3,0,0,0,0,124665,5,0,6,20,2,0,13,2,8,8.969923491991516,13,128657.92307692308,426357.0,4254.0
Yes,2758,6135.0,3,0,0,0,0,86731,0,0,13,20,2,0,13,2,8,8.721928343047091,17,195174.88235294117,443567.0,6135.0
No,1109,24267.0,0,1,0,0,0,7814,3,0,12,4,1,0,12,1,8,10.096913889062188,19,227078.84210526315,492130.0,5321.0
Yes,423,2884.0,3,0,0,0,0,20123,5,0,10,6,0,0,4,0,8,7.9672801789422,14,133967.85714285713,389682.0,2884.0
Yes,541,2755.0,0,0,0,0,0,199247,1,0,7,21,0,0,11,0,8,7.9215356321335495,13,154972.76923076922,407534.0,2755.0
Yes,1165,117124.0,0,0,0,0,0,196654,5,0,10,0,1,1,19,1,8,11.670997019540723,11,113812.09090909091,440765.0,4411.0
Yes,325,4394.0,2,0,0,0,0,105728,3,0,18,1,0,0,18,0,8,8.388222810119277,18,197948.55555555556,464974.0,4031.0
Yes,936,6326.0,3,0,0,0,0,164702,2,0,6,13,6,0,24,6,8,8.752581469146884,16,94594.0,402185.0,3964.0
Yes,1157,10605.0,2,0,0,0,0,183328,2,0,8,4,3,0,21,3,8,9.269175157697076,22,168604.4090909091,488761.0,4855.0
No,1016,106593.0,3,0,0,0,0,98124,0,0,9,17,4,1,8,4,8,11.576782503951575,12,115684.08333333333,462891.0,3870.0
Yes,2546,3986.0,3,0,0,0,0,157864,3,0,16,11,4,0,1,4,8,8.290794347381356,20,155247.8,486443.0,3986.0
Yes,1067,3609.0,3,0,0,0,0,112285,1,0,2,14,5,0,9,5,8,8.191463051326927,24,157827.75,468492.0,3609.0
Yes,1054,110608.0,3,0,0,0,0,86706,3,0,11,18,4,1,15,4,8,11.613756739081541,13,164786.53846153847,440290.0,2355.0
Yes,724,14424.0,3,0,0,0,0,69774,1,0,19,7,6,0,17,6,8,9.5767180913763,13,101386.30769230769,455034.0,2773.0
Yes,553,127101.0,3,0,0,0,0,134041,1,0,4,3,3,1,7,3,8,11.752745192694968,14,133967.85714285713,389682.0,2884.0
No,2750,1323.0,3,0,0,0,0,54447,3,0,3,8,3,0,14,3,8,7.188412736496954,9,110568.0,348623.0,1323.0
Yes,2540,3019.0,3,0,0,0,0,154106,4,0,15,5,6,0,17,6,8,8.013012110368916,13,56648.153846153844,273293.0,2928.0
Yes,1822,15874.0,3,0,0,0,0,195192,3,0,8,18,3,0,7,3,8,9.672500823760892,22,134187.68181818182,443268.0,455.0
Yes,703,9199.0,0,0,0,0,0,49374,1,0,4,3,6,0,17,6,8,9.126958763037132,13,108244.53846153847,377517.0,3093.0
Yes,366,4213.0,0,0,0,0,0,50208,5,0,11,16,6,0,17,6,8,8.346167594364134,15,134547.73333333334,389228.0,4213.0
Yes,727,172649.0,3,0,0,0,0,75053,2,0,17,6,1,1,5,1,8,12.05902170281814,16,153505.125,499371.0,3331.0
Yes,1097,187814.0,3,0,0,0,0,68844,2,1,9,23,2,1,20,2,8,12.143212714771158,19,200272.0,494882.0,3446.0
Yes,1376,168933.0,3,1,0,0,0,49638,0,0,1,9,0,1,25,0,8,12.037263385083138,16,164819.375,471165.0,2490.0
Yes,713,6190.0,3,0,0,0,0,185874,2,0,8,12,0,0,25,0,8,8.730851903519232,17,168516.29411764705,471221.0,4521.0
Yes,429,193993.0,3,0,0,0,0,48138,4,1,2,11,6,1,17,6,8,12.175582509732138,24,183487.875,492218.0,5651.0
Yes,2086,10537.0,1,0,0,0,0,78749,1,0,13,19,4,0,8,4,8,9.262743050769231,18,102460.0,401508.0,3459.0
No,442,6024.0,1,0,0,0,0,106365,3,1,1,19,4,0,22,4,8,8.703672758358856,20,138406.85,459994.0,3110.0
Yes,1218,9009.0,2,0,0,0,0,3219,3,0,10,20,5,0,9,5,8,9.106090350602384,9,136356.77777777778,375557.0,2903.0
Yes,743,7693.0,3,0,0,0,0,154462,4,0,12,19,3,0,14,3,8,8.94819608331224,15,110439.73333333334,401235.0,6268.0
Yes,180,11714.0,0,0,0,0,0,168081,2,0,11,9,6,0,17,6,8,9.368625350941896,19,91746.05263157895,399440.0,5276.0
Yes,2013,158117.0,3,0,0,0,0,43034,1,0,10,23,4,1,8,4,8,11.971096868709328,5,197342.0,403949.0,17202.0
No,1346,2699.0,1,0,0,0,0,92741,2,0,14,15,3,0,14,3,8,7.90100705199242,13,143802.61538461538,411907.0,2699.0
Yes,2564,150017.0,2,0,0,0,0,150359,0,0,14,20,3,1,14,3,8,11.918510565878968,19,144755.68421052632,498021.0,2243.0
Yes,1841,7255.0,1,0,0,0,0,126709,2,0,8,22,1,0,12,1,8,8.889583991794973,16,120499.25,499675.0,1112.0
Yes,590,5785.0,0,0,0,0,0,180417,0,0,11,18,0,0,4,0,8,8.66319648553608,16,98038.25,309698.0,2649.0
Yes,142,211981.0,3,0,0,0,0,189504,3,0,9,17,0,1,18,0,8,12.264256644389082,25,100497.96,291771.0,3506.0
Yes,65,8438.0,0,0,0,0,0,92624,1,0,15,11,4,0,8,4,8,9.040619097157967,19,142114.15789473685,418079.0,4070.0
Yes,1369,8058.0,1,0,0,0,0,92159,5,0,1,13,1,0,5,1,8,8.994544758324512,12,131406.66666666666,475545.0,3701.0
Yes,329,8104.0,3,0,0,0,0,164634,0,0,19,22,5,0,23,5,8,9.000236434169777,14,113524.21428571429,359579.0,1660.0
Yes,352,147016.0,3,0,0,0,0,76213,2,0,18,0,4,1,22,4,8,11.898303505332864,9,76048.88888888889,257075.0,4046.0
Yes,1456,56065.0,1,0,0,0,0,192033,2,0,12,15,4,1,15,4,8,10.93428484717576,10,95166.2,355880.0,4067.0
Yes,2612,192930.0,2,0,0,0,0,75918,3,0,8,11,2,1,6,2,8,12.170087891010663,13,241043.76923076922,461290.0,2852.0
Yes,2690,7695.0,2,0,0,0,0,198244,4,0,5,16,5,0,23,5,8,8.948455992345542,18,223498.27777777778,499439.0,7695.0
Yes,756,4017.0,0,0,0,0,0,128732,5,1,13,6,6,0,3,6,8,8.29853954537488,12,83951.08333333333,282846.0,2967.0
Yes,1205,2985.0,3,0,0,0,0,166404,4,0,17,3,3,0,14,3,8,8.001689978099135,15,106452.4,470387.0,1056.0
No,2929,9712.0,0,0,0,0,0,163538,2,0,1,6,0,0,4,0,8,9.18122047340233,19,91746.05263157895,399440.0,5276.0
Yes,2800,14963.0,0,0,0,0,0,144559,4,0,2,5,2,0,6,2,8,9.613402595468036,14,51996.5,277584.0,3860.0
Yes,2302,9837.0,0,1,0,0,0,168883,5,1,7,11,4,0,15,4,8,9.194007717355285,15,131482.33333333334,432522.0,2660.0
Yes,1542,8387.0,2,1,0,0,0,32075,5,0,2,13,6,0,3,6,8,9.03455739202181,13,148471.6923076923,436334.0,2402.0
Yes,370,10852.0,0,0,0,0,0,64352,1,0,4,7,0,0,25,0,8,9.292196818446016,25,125345.76,474625.0,2646.0
Yes,44,120452.0,0,1,0,0,0,132579,4,1,13,15,1,1,5,1,8,11.699014914333102,16,180609.8125,443229.0,4346.0
Yes,1717,11069.0,3,0,0,0,0,76742,1,0,14,9,5,0,2,5,8,9.311994025702683,17,87814.94117647059,340138.0,4204.0
Yes,1181,230228.0,2,0,0,0,0,179089,2,0,3,4,0,1,4,0,8,12.346829744746378,15,143671.26666666666,426350.0,4881.0
Yes,1247,9810.0,3,0,0,0,0,29757,2,0,9,12,5,0,23,5,8,9.19125948416339,19,133851.68421052632,353986.0,1740.0
Yes,118,15557.0,0,0,0,0,0,173779,2,0,18,4,4,0,22,4,8,9.652330254766719,14,153408.0,437977.0,4025.0
No,1201,2847.0,0,1,0,0,0,144853,3,0,16,16,3,0,7,3,8,7.954372272531867,15,161667.8,482694.0,2847.0
Yes,2204,170701.0,0,0,0,0,0,61746,4,0,19,5,1,1,5,1,8,12.047674625175523,15,157772.26666666666,457985.0,4886.0
Yes,576,7728.0,2,0,0,0,0,1935,0,0,9,13,2,0,6,2,8,8.952734767106872,21,124044.76190476191,475810.0,4732.0
Yes,1093,32232.0,0,0,0,0,0,91857,5,0,19,0,0,0,18,0,8,10.380746051458171,15,121512.66666666667,344230.0,6043.0
Yes,1007,2794.0,3,0,0,0,0,158232,0,1,6,13,4,0,1,4,8,7.9355873855892,18,123797.5,356769.0,2141.0
Yes,2919,10532.0,1,0,0,0,0,136656,2,0,12,21,4,0,8,4,8,9.262268464836541,19,150283.84210526315,481915.0,5072.0
Yes,2938,10215.0,3,0,0,0,0,145079,4,0,15,7,4,0,1,4,8,9.231710397712375,18,176394.44444444444,409958.0,4956.0
Yes,1871,274335.0,1,1,0,0,0,84307,1,1,6,10,4,1,15,4,8,12.522108911478483,16,240824.5625,469630.0,1931.0
Yes,1307,3884.0,1,0,0,0,0,177111,0,0,5,22,4,0,15,4,8,8.264878262801748,20,125683.15,498758.0,2467.0
Yes,2597,4144.0,0,0,0,0,0,116453,2,0,14,1,0,0,25,0,8,8.329658067569396,13,161452.53846153847,478289.0,4144.0
No,1284,3643.0,1,0,0,0,0,139063,0,0,19,9,0,0,18,0,8,8.200837258379849,24,189951.04166666666,489690.0,3147.0
Yes,137,11484.0,3,0,0,0,0,181764,0,0,18,22,0,0,25,0,8,9.3487971151232,14,77882.07142857143,231147.0,5072.0
Yes,2798,6687.0,3,0,0,0,0,124297,5,0,13,4,5,0,9,5,8,8.808070154764538,23,165740.47826086957,455439.0,2424.0
Yes,1468,134725.0,0,0,0,0,0,64388,0,0,9,6,0,1,4,0,8,11.810998365301522,13,203785.53846153847,451270.0,2687.0
No,1497,6611.0,3,0,0,0,0,74109,2,0,7,19,1,0,5,1,8,8.796641458940915,17,120468.0,434918.0,3841.0
No,2999,9929.0,0,0,0,0,0,9577,5,0,12,14,0,0,4,0,8,9.203315757039219,14,271999.78571428574,497580.0,9929.0
No,2317,14150.0,2,0,0,0,0,21453,2,0,9,4,0,0,18,0,8,9.557540571952371,15,69778.26666666666,419183.0,1149.0
Yes,2226,20837.0,3,0,0,0,0,115182,3,0,2,20,5,0,23,5,8,9.94453352197213,16,140450.25,447561.0,4220.0
Yes,228,4712.0,1,0,0,0,0,68389,3,0,3,8,1,0,5,1,8,8.45807992692373,21,137853.85714285713,482049.0,3074.0
Yes,356,121614.0,3,0,0,0,0,155393,3,0,5,21,2,1,20,2,8,11.708615596169727,18,141160.27777777778,390598.0,4563.0
Yes,2961,6573.0,3,0,0,0,0,169139,0,0,18,1,0,0,18,0,8,8.790877754224164,14,170938.14285714287,426263.0,4028.0
Yes,2354,6041.0,3,0,0,0,0,115874,4,1,14,7,0,0,11,0,8,8.706490361946617,14,156122.2857142857,485417.0,6041.0
Yes,2440,6930.0,0,0,0,0,0,25360,2,1,19,6,4,0,8,4,8,8.843759381917984,11,79979.63636363637,460821.0,2617.0
Yes,165,216464.0,0,0,0,0,0,152767,3,0,5,18,2,1,6,2,8,12.285184150538289,12,106749.41666666667,443705.0,3254.0
Yes,2663,5449.0,2,0,0,0,0,77975,4,1,10,23,2,0,20,2,8,8.60337088765729,16,53652.9375,293283.0,2225.0
Yes,1252,4238.0,3,0,0,0,0,87766,3,1,16,14,6,0,24,6,8,8.352082671352637,14,94067.35714285714,275051.0,3258.0
Yes,2757,10978.0,0,0,0,0,0,152999,3,0,1,15,4,0,22,4,8,9.303739636234733,22,148944.77272727274,499671.0,3029.0
No,1549,6271.0,2,0,0,0,0,101232,4,0,4,13,6,0,24,6,8,8.743850562030243,16,220282.125,474672.0,4029.0
Yes,2294,14345.0,0,0,0,0,0,27583,3,1,5,15,3,0,21,3,8,9.571226436686379,12,120739.33333333333,433472.0,4363.0
Yes,1728,94559.0,0,0,0,0,0,57872,0,0,11,21,6,1,24,6,8,11.456989832639925,14,108843.78571428571,419576.0,1894.0
Yes,2694,26687.0,2,0,0,0,0,124286,0,0,14,16,5,0,9,5,8,10.191969305158473,13,168781.6923076923,478190.0,4529.0
Yes,506,292207.0,0,0,0,0,0,175636,5,0,11,1,3,1,21,3,8,12.585221156431823,19,150283.84210526315,481915.0,5072.0
Yes,263,5794.0,3,0,0,0,0,8313,0,0,8,13,5,0,2,5,8,8.664750755773852,17,138179.29411764705,445716.0,3365.0
Yes,2438,9518.0,3,0,0,0,0,32098,1,0,1,7,0,0,4,0,8,9.161045080251306,21,137853.85714285713,482049.0,3074.0
Yes,1925,7951.0,0,0,0,0,0,93606,5,0,7,16,0,0,4,0,8,8.98117874833641,11,113812.09090909091,440765.0,4411.0
Yes,2191,8051.0,0,0,0,0,0,27582,3,0,13,13,4,0,1,4,8,8.993675786759683,18,174497.77777777778,462152.0,4688.0
Yes,2731,5886.0,1,0,0,0,0,29741,1,0,6,2,0,0,18,0,8,8.68050180902826,22,143420.36363636365,494754.0,2514.0
Yes,1594,7889.0,1,0,0,0,0,176141,2,0,4,19,4,0,1,4,8,8.97335141383992,11,128312.72727272728,362413.0,4734.0
Yes,2392,222108.0,3,0,0,0,0,12245,4,0,12,23,2,1,13,2,8,12.310923531348772,22,227892.72727272726,488427.0,2505.0
Yes,2463,10712.0,0,0,0,0,0,26529,2,0,5,12,1,0,19,1,8,9.279213236262558,24,156227.875,479464.0,3125.0
No,2893,173193.0,0,1,0,0,0,144597,1,0,5,2,0,1,11,0,8,12.06216763247809,22,133967.22727272726,479046.0,3866.0
Yes,2756,19296.0,1,0,0,0,0,123895,0,0,17,14,0,0,11,0,8,9.867704922396356,16,198171.5,484615.0,8106.0
Yes,322,14599.0,3,0,0,0,0,145860,3,1,6,7,1,0,19,1,8,9.588776807696428,14,101709.57142857143,493592.0,2889.0
Yes,2910,6094.0,0,0,0,0,0,89686,5,0,10,3,4,0,8,4,8,8.715224041915372,20,155247.8,486443.0,3986.0
Yes,1108,10884.0,3,0,0,0,0,138112,3,0,16,9,2,0,13,2,8,9.295140973668648,24,131872.58333333334,474047.0,2673.0
Yes,868,26941.0,0,0,0,0,0,98268,0,0,14,9,2,0,13,2,8,10.201441686258514,17,182792.0588235294,494993.0,3829.0
Yes,551,161836.0,3,0,0,0,0,42346,3,0,10,8,0,1,4,0,8,11.994344934843323,11,126715.27272727272,273905.0,2189.0
Yes,2114,227909.0,0,1,0,0,0,76432,4,0,17,7,3,1,14,3,8,12.336706093165377,25,201485.0,441496.0,3981.0
Yes,2574,2398.0,0,0,0,0,0,149054,4,0,5,15,5,0,2,5,8,7.782807262839695,16,130121.3125,449250.0,2398.0
Yes,1233,3150.0,0,0,0,0,0,23911,4,0,2,1,1,0,5,1,8,8.055475141757274,22,165415.81818181818,483671.0,3150.0
Yes,651,3003.0,3,0,0,0,0,182547,2,0,4,18,5,0,9,5,8,8.007700012884026,15,132210.2,423165.0,3003.0
Yes,2278,7300.0,2,0,0,0,0,192117,0,1,18,12,2,0,6,2,8,8.895766604056085,9,155751.33333333334,484132.0,2650.0
Yes,1882,21768.0,1,0,0,0,0,79297,4,0,8,9,5,0,2,5,8,9.988242218400936,14,161404.14285714287,419772.0,5954.0
Yes,660,6851.0,1,0,0,0,0,52807,1,0,14,22,2,0,6,2,8,8.832295859444011,10,125271.1,456276.0,5830.0
No,209,13004.0,0,0,0,0,0,134665,4,0,13,22,5,0,2,5,8,9.473089177882752,16,139763.6875,416430.0,3520.0
Yes,992,10486.0,1,0,0,0,0,22542,5,0,7,0,5,0,9,5,8,9.257891673834406,12,115684.08333333333,462891.0,3870.0
Yes,541,12496.0,1,0,0,0,0,53430,2,0,9,1,5,0,23,5,8,9.433243894485784,20,105135.0,487217.0,5449.0
No,497,7039.0,3,0,0,0,0,175985,1,1,4,5,6,0,10,6,8,8.859363449152088,14,152394.35714285713,395626.0,3495.0
Yes,585,109326.0,3,0,0,0,0,98383,0,0,5,23,1,1,5,1,8,11.60209867019108,26,123573.46153846153,318161.0,3349.0
Yes,1644,242372.0,3,0,0,0,0,34256,0,0,15,5,4,1,15,4,8,12.398233140834787,11,112193.72727272728,376334.0,4109.0
No,2711,5683.0,0,0,0,0,0,53768,5,0,9,22,6,0,3,6,8,8.64541048921699,16,53652.9375,293283.0,2225.0
Yes,1177,10514.0,0,0,0,0,0,170786,4,0,18,10,4,0,15,4,8,9.2605580881368,15,113758.86666666667,411752.0,4633.0
Yes,1694,225560.0,0,0,0,0,0,160174,1,0,14,10,2,1,13,2,8,12.32634591132147,14,161130.57142857142,446668.0,2857.0
No,119,10503.0,0,0,0,0,0,184903,5,0,15,0,0,0,11,0,8,9.259511415982631,14,115076.57142857143,454354.0,3379.0
Yes,2448,9839.0,0,0,0,0,0,49401,1,0,1,3,3,0,7,3,8,9.1942109900463,20,183985.15,458326.0,7898.0
Yes,1609,153895.0,0,0,0,0,0,100486,4,0,19,20,0,1,4,0,8,11.944032328586017,22,192631.04545454544,491344.0,5398.0
Yes,1984,4976.0,0,0,0,0,0,194988,4,0,1,8,2,0,20,2,8,8.512582578858554,19,129976.26315789473,412590.0,4976.0
Yes,2105,3126.0,0,0,0,0,0,163768,3,0,6,20,3,0,7,3,8,8.047829357457841,19,134633.73684210525,461184.0,3126.0
Yes,2645,4756.0,3,0,0,0,0,128886,3,0,8,9,1,0,12,1,8,8.467372496432281,20,177317.55,494358.0,2477.0
Yes,132,118848.0,2,0,0,0,0,6126,4,0,4,12,3,1,7,3,8,11.685609058785756,15,172889.4,487390.0,3870.0
Yes,2843,6893.0,0,0,0,0,0,138996,2,0,16,12,5,0,23,5,8,8.83840674707681,5,111089.0,474182.0,2464.0
Yes,448,8705.0,3,0,0,0,0,13357,5,0,11,16,0,0,4,0,8,9.071767722112243,16,140450.25,447561.0,4220.0
Yes,1973,6181.0,3,0,0,0,0,151554,3,0,4,14,1,0,12,1,8,8.729397122692061,21,105696.85714285714,481170.0,2379.0
Yes,2040,41910.0,3,0,0,0,0,133552,4,0,11,11,1,0,5,1,8,10.643303601288238,14,129884.07142857143,422598.0,4117.0
Yes,2176,271371.0,1,0,0,0,0,179862,1,0,10,19,0,1,25,0,8,12.511245852306038,10,268007.0,457137.0,3327.0
Yes,1585,12295.0,3,0,0,0,0,26931,5,0,17,23,3,0,14,3,8,9.417029285218431,16,198697.4375,461920.0,5661.0
Yes,1487,35381.0,2,0,0,0,0,85476,3,0,9,8,1,0,12,1,8,10.473958495228558,20,113835.8,439326.0,2541.0
No,1473,10608.0,3,0,0,0,0,83211,2,0,10,1,0,0,18,0,8,9.269457976459272,14,106615.71428571429,427389.0,3336.0
Yes,1503,20780.0,0,0,0,0,0,26885,5,0,8,11,4,0,1,4,8,9.941794386690715,23,114147.78260869565,310364.0,2311.0
Yes,2989,4931.0,3,0,0,0,0,169730,5,0,14,0,5,0,2,5,8,8.503499864284235,18,146884.33333333334,363615.0,4931.0
Yes,2482,12274.0,3,0,0,0,0,154591,0,1,13,6,4,0,8,4,8,9.41531995266272,18,140015.22222222222,452480.0,2936.0
No,2347,214815.0,3,0,0,0,0,19139,1,0,3,8,3,1,14,3,8,12.277537126738478,8,130679.375,380192.0,3930.0
No,1397,1783.0,0,0,0,0,0,86030,2,0,14,8,0,0,25,0,8,7.486613313139955,23,122969.56521739131,446669.0,1783.0
No,2685,7349.0,0,0,0,0,0,22063,2,0,14,16,2,0,13,2,8,8.902455592206882,19,190763.42105263157,424618.0,7058.0
Yes,310,12985.0,0,0,0,0,0,170913,2,0,3,5,5,0,9,5,8,9.471627133068433,15,174178.66666666666,496756.0,3801.0
Yes,2274,209723.0,3,0,0,0,0,116172,1,0,16,8,6,1,3,6,8,12.25354765955436,24,156227.875,479464.0,3125.0
Yes,1008,3446.0,0,0,0,0,0,137348,2,0,10,23,5,0,16,5,8,8.145259566516865,19,200272.0,494882.0,3446.0
Yes,1798,12007.0,2,0,0,0,0,168016,0,0,4,6,5,0,23,5,8,9.393328373313297,17,132424.82352941178,499832.0,2516.0
Yes,1740,6841.0,2,1,0,0,0,140283,3,0,18,22,3,0,21,3,8,8.830835365537549,18,118770.66666666667,478370.0,2865.0
Yes,627,11943.0,3,0,0,0,0,83470,1,1,4,3,5,0,23,5,8,9.387984339219026,16,252085.6875,489411.0,4719.0
Yes,288,4918.0,2,0,0,0,0,86053,2,0,2,17,5,0,16,5,8,8.50086053679534,17,74183.5294117647,413943.0,4918.0
Yes,704,5026.0,0,0,0,0,0,162279,4,0,11,4,3,0,14,3,8,8.522578663692576,21,136955.42857142858,427235.0,3884.0
Yes,1245,8842.0,0,0,0,0,0,170682,3,1,15,21,5,0,2,5,8,9.087381464575735,16,182961.9375,477191.0,1945.0
Yes,1035,10958.0,2,1,0,0,0,193360,5,0,11,3,4,0,22,4,8,9.301916315463393,18,114766.44444444444,375189.0,3776.0
Yes,361,7097.0,3,0,0,0,0,83379,1,0,6,19,6,0,3,6,8,8.867568333206442,19,137165.26315789475,389335.0,3166.0
Yes,2567,256664.0,0,0,0,0,0,170399,4,0,18,22,1,1,19,1,8,12.45552701163418,21,155775.95238095237,489819.0,3742.0
Yes,744,4518.0,0,0,0,0,0,137227,5,0,18,8,0,0,18,0,8,8.41604600941128,11,143380.9090909091,429090.0,4518.0
Yes,2973,3001.0,0,0,0,0,0,45359,4,0,1,19,1,0,19,1,8,8.007034012193408,22,197022.72727272726,477122.0,3001.0
Yes,1409,178662.0,3,1,0,0,0,185197,2,0,13,16,0,1,4,0,8,12.093256628786182,11,148534.9090909091,482382.0,4471.0
Yes,859,217267.0,1,1,0,0,0,52598,1,0,1,1,3,1,21,3,8,12.288886893550453,9,143948.55555555556,495823.0,5445.0
Yes,2604,5568.0,3,0,0,0,0,146823,2,0,13,23,5,0,2,5,8,8.624970783589669,15,94761.66666666667,325605.0,3400.0
Yes,2601,69389.0,0,0,0,0,0,122913,5,0,5,22,2,1,20,2,8,11.147498043893595,14,119477.5,325060.0,5593.0
Yes,465,61681.0,0,0,0,0,0,1026,0,0,17,14,4,1,22,4,8,11.02974743313305,12,197430.0,467136.0,3388.0
Yes,2590,11536.0,3,0,0,0,0,69260,4,0,16,18,5,0,2,5,8,9.35331454092729,19,137165.26315789475,389335.0,3166.0
Yes,1426,260285.0,2,0,0,0,0,48337,0,0,18,12,2,1,13,2,8,12.469536305440966,8,195396.125,464034.0,5121.0
Yes,626,9183.0,0,0,0,0,0,12036,5,0,10,22,6,0,3,6,8,9.125218118559348,16,120499.25,499675.0,1112.0
Yes,1625,9067.0,1,0,0,0,0,29041,2,0,17,12,5,0,2,5,8,9.11250701162742,11,176146.63636363635,418561.0,4558.0
Yes,662,259675.0,0,1,0,0,0,79583,3,0,7,11,1,1,12,1,8,12.467189979056153,18,148316.22222222222,464457.0,3031.0
Yes,2163,5235.0,3,0,0,0,0,182599,4,0,15,0,5,0,23,5,8,8.56331312702979,17,131918.58823529413,424090.0,2534.0
Yes,1312,7534.0,3,0,0,0,0,35031,3,0,19,7,3,0,7,3,8,8.927314111060596,17,186980.76470588235,490142.0,2104.0
Yes,779,4197.0,3,0,0,0,0,9212,1,0,9,19,1,0,5,1,8,8.342363500380579,19,137928.47368421053,396070.0,4197.0
Yes,2265,9900.0,3,0,0,0,0,104601,4,0,5,4,6,0,10,6,8,9.200391041122515,20,137284.4,472598.0,5078.0
Yes,272,33703.0,0,0,0,0,0,65955,0,1,10,13,5,0,9,5,8,10.425371803658852,23,124468.43478260869,477963.0,3910.0
Yes,204,4437.0,0,0,0,0,0,75244,3,0,13,2,5,0,9,5,8,8.39795910349254,20,213912.55,490492.0,2687.0
Yes,721,22063.0,3,0,0,0,0,130249,5,0,1,15,3,0,21,3,8,10.001702600033083,11,102907.45454545454,424444.0,4193.0
Yes,1083,12023.0,0,0,0,0,0,5609,1,0,6,19,3,0,21,3,8,9.39465993143281,15,184522.2,441162.0,5131.0
Yes,1575,5475.0,3,0,0,0,0,49768,4,0,3,11,1,0,5,1,8,8.60813018640834,12,131406.66666666666,475545.0,3701.0
Yes,2563,2680.0,3,0,0,0,0,55115,5,0,17,13,1,0,19,1,8,7.893945138235959,14,145607.57142857142,497285.0,2680.0
Yes,2327,9984.0,1,0,0,0,0,83003,1,0,12,12,5,0,16,5,8,9.208839245849916,22,152251.45454545456,495303.0,4522.0
Yes,999,114712.0,3,0,0,0,0,161331,0,0,11,8,5,1,2,5,8,11.650188635840664,16,82597.0625,281755.0,2317.0
Yes,2313,79384.0,1,0,0,0,0,86208,5,0,8,3,5,1,16,5,8,11.282064712511612,13,97940.92307692308,377212.0,5277.0
Yes,467,7521.0,0,0,0,0,0,191684,4,0,12,19,6,0,10,6,8,8.925587339030281,16,131038.6875,482550.0,1054.0
Yes,2448,6465.0,0,0,0,0,0,102971,1,0,11,14,3,0,7,3,8,8.774312958285378,13,89615.15384615384,422134.0,6465.0
Yes,2746,5446.0,3,0,0,0,0,158161,2,0,5,12,6,0,24,6,8,8.602820277383675,14,106615.71428571429,427389.0,3336.0
No,1965,173485.0,0,0,0,0,0,161587,4,0,8,9,0,1,11,0,8,12.063852183470654,11,149863.0,384191.0,5362.0
Yes,2835,8480.0,1,0,0,0,0,160581,4,0,12,16,1,0,12,1,8,9.0455836463617,22,200802.13636363635,491313.0,8480.0
Yes,1708,8526.0,0,0,0,0,0,83809,4,1,6,9,6,0,3,6,8,9.050992878742049,9,109999.0,413453.0,3121.0
Yes,263,16048.0,0,0,0,0,0,126946,4,0,9,20,0,0,11,0,8,9.683401821321157,14,119477.5,325060.0,5593.0
No,1266,213863.0,3,1,0,0,0,193618,2,0,17,4,0,1,11,0,8,12.273095577960666,16,180609.8125,443229.0,4346.0
